"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"de'andre hunter","2K+","May 4, 2025 at 5:30:00 PM UTC-6","May 4, 2025 at 7:10:00 PM UTC-6","de'andre hunter,deandre hunter","https://trends.google.com/trends/explore?q=de%27andre%20hunter&geo=US&hl=en-US"
"bridgerton","500+","May 5, 2025 at 6:30:00 PM UTC-6","May 5, 2025 at 7:40:00 PM UTC-6","bridgerton","https://trends.google.com/trends/explore?q=bridgerton&geo=US&hl=en-US"
"gary trent jr","20K+","April 29, 2025 at 6:40:00 PM UTC-6","April 30, 2025 at 7:00:00 AM UTC-6","gary trent jr,gary trent jr.,gary trent,aj green bucks,trent jr","https://trends.google.com/trends/explore?q=gary%20trent%20jr&geo=US&hl=en-US"
"chase petty","5K+","April 29, 2025 at 8:10:00 PM UTC-6","May 1, 2025 at 5:50:00 AM UTC-6","chase petty,tyler callihan","https://trends.google.com/trends/explore?q=chase%20petty&geo=US&hl=en-US"
"cardinal robert prevost","5K+","May 2, 2025 at 12:40:00 AM UTC-6","May 2, 2025 at 6:50:00 PM UTC-6","cardinal robert prevost","https://trends.google.com/trends/explore?q=cardinal%20robert%20prevost&geo=US&hl=en-US"
"tax credit","2K+","May 4, 2025 at 7:00:00 PM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","tax credit","https://trends.google.com/trends/explore?q=tax%20credit&geo=US&hl=en-US"
"rudy gobert stats","10K+","April 30, 2025 at 7:10:00 PM UTC-6","May 1, 2025 at 12:20:00 AM UTC-6","rudy gobert stats","https://trends.google.com/trends/explore?q=rudy%20gobert%20stats&geo=US&hl=en-US"
"mason miller","200+","May 5, 2025 at 10:40:00 PM UTC-6","May 5, 2025 at 11:50:00 PM UTC-6","mason miller","https://trends.google.com/trends/explore?q=mason%20miller&geo=US&hl=en-US"
"liv golf","2K+","May 4, 2025 at 4:10:00 AM UTC-6","May 4, 2025 at 8:00:00 AM UTC-6","liv golf,jack nicklaus,liv golf korea leaderboard","https://trends.google.com/trends/explore?q=liv%20golf&geo=US&hl=en-US"
"independiente del valle - emelec","2K+","May 4, 2025 at 4:40:00 PM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","independiente del valle - emelec","https://trends.google.com/trends/explore?q=independiente%20del%20valle%20-%20emelec&geo=US&hl=en-US"
"fred kerley","5K+","May 2, 2025 at 1:10:00 PM UTC-6","May 3, 2025 at 2:20:00 PM UTC-6","fred kerley,grand slam track","https://trends.google.com/trends/explore?q=fred%20kerley&geo=US&hl=en-US"
"paul goldschmidt","2K+","May 2, 2025 at 6:40:00 PM UTC-6","May 3, 2025 at 6:40:00 AM UTC-6","paul goldschmidt","https://trends.google.com/trends/explore?q=paul%20goldschmidt&geo=US&hl=en-US"
"ushl draft","1K+","May 5, 2025 at 4:10:00 PM UTC-6","May 5, 2025 at 6:00:00 PM UTC-6","ushl draft","https://trends.google.com/trends/explore?q=ushl%20draft&geo=US&hl=en-US"
"pge outage","200+","May 5, 2025 at 10:30:00 PM UTC-6","May 5, 2025 at 11:40:00 PM UTC-6","pge outage","https://trends.google.com/trends/explore?q=pge%20outage&geo=US&hl=en-US"
"tarik skubal","2K+","May 2, 2025 at 8:20:00 PM UTC-6","May 3, 2025 at 7:10:00 AM UTC-6","tarik skubal,zach neto","https://trends.google.com/trends/explore?q=tarik%20skubal&geo=US&hl=en-US"
"george lombard jr","2K+","May 4, 2025 at 4:50:00 PM UTC-6","May 4, 2025 at 8:20:00 PM UTC-6","george lombard jr","https://trends.google.com/trends/explore?q=george%20lombard%20jr&geo=US&hl=en-US"
"nflx","1K+","May 5, 2025 at 6:30:00 AM UTC-6","May 5, 2025 at 9:30:00 AM UTC-6","nflx","https://trends.google.com/trends/explore?q=nflx&geo=US&hl=en-US"
"willy adames","2K+","May 4, 2025 at 2:40:00 PM UTC-6","May 4, 2025 at 5:50:00 PM UTC-6","willy adames","https://trends.google.com/trends/explore?q=willy%20adames&geo=US&hl=en-US"
"geena davis","10K+","April 30, 2025 at 6:20:00 AM UTC-6","April 30, 2025 at 9:40:00 PM UTC-6","geena davis","https://trends.google.com/trends/explore?q=geena%20davis&geo=US&hl=en-US"
"mikal bridges","5K+","May 1, 2025 at 6:20:00 PM UTC-6","May 1, 2025 at 10:00:00 PM UTC-6","mikal bridges","https://trends.google.com/trends/explore?q=mikal%20bridges&geo=US&hl=en-US"
"al-hilal vs al-ahli saudi","10K+","April 29, 2025 at 9:50:00 AM UTC-6","April 29, 2025 at 3:40:00 PM UTC-6","al-hilal vs al-ahli saudi,al hilal - al-ahli saudi,al-ahli saudi vs kawasaki,afc champions league,al hilal,al ahli","https://trends.google.com/trends/explore?q=al-hilal%20vs%20al-ahli%20saudi&geo=US&hl=en-US"
"pat spencer","20K+","April 30, 2025 at 7:40:00 PM UTC-6","April 30, 2025 at 10:00:00 PM UTC-6","pat spencer,alperen şengün,sengun,spencer warriors,trayce jackson-davis,spencer golden state,sengun rockets,pat spencer lacrosse,jackson davis,warriors spencer,spencer gsw","https://trends.google.com/trends/explore?q=pat%20spencer&geo=US&hl=en-US"
"asim munir","5K+","May 1, 2025 at 4:30:00 AM UTC-6","May 1, 2025 at 4:50:00 PM UTC-6","asim munir","https://trends.google.com/trends/explore?q=asim%20munir&geo=US&hl=en-US"
"joe pantoliano","2K+","May 3, 2025 at 3:30:00 PM UTC-6","May 4, 2025 at 8:30:00 AM UTC-6","joe pantoliano,sopranos","https://trends.google.com/trends/explore?q=joe%20pantoliano&geo=US&hl=en-US"
"uber stock","1K+","May 5, 2025 at 8:10:00 AM UTC-6","May 5, 2025 at 11:10:00 AM UTC-6","uber stock","https://trends.google.com/trends/explore?q=uber%20stock&geo=US&hl=en-US"
"ny knicks","20K+","April 29, 2025 at 7:00:00 PM UTC-6","April 30, 2025 at 5:20:00 AM UTC-6","ny knicks,mikal bridges,pistons schedule","https://trends.google.com/trends/explore?q=ny%20knicks&geo=US&hl=en-US"
"fatal fury","5K+","May 2, 2025 at 3:40:00 PM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","fatal fury","https://trends.google.com/trends/explore?q=fatal%20fury&geo=US&hl=en-US"
"canada freezes flights","5K+","May 1, 2025 at 8:00:00 AM UTC-6","May 1, 2025 at 2:50:00 PM UTC-6","canada freezes flights","https://trends.google.com/trends/explore?q=canada%20freezes%20flights&geo=US&hl=en-US"
"emirates","500+","May 5, 2025 at 9:50:00 PM UTC-6","May 5, 2025 at 11:00:00 PM UTC-6","emirates","https://trends.google.com/trends/explore?q=emirates&geo=US&hl=en-US"
"karl-anthony towns","10K+","May 1, 2025 at 6:30:00 PM UTC-6","May 1, 2025 at 9:50:00 PM UTC-6","karl-anthony towns,karl anthony towns","https://trends.google.com/trends/explore?q=karl-anthony%20towns&geo=US&hl=en-US"
"jorbit vivas","10K+","May 2, 2025 at 2:00:00 PM UTC-6","May 2, 2025 at 8:40:00 PM UTC-6","jorbit vivas,jazz chisholm jr,jazz chisholm,jazz chisholm jr.","https://trends.google.com/trends/explore?q=jorbit%20vivas&geo=US&hl=en-US"
"aurora borealis forecast","5K+","May 2, 2025 at 4:10:00 PM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","aurora borealis forecast","https://trends.google.com/trends/explore?q=aurora%20borealis%20forecast&geo=US&hl=en-US"
"villarreal vs osasuna","2K+","May 3, 2025 at 7:20:00 AM UTC-6","May 3, 2025 at 5:20:00 PM UTC-6","villarreal vs osasuna,ayoze pérez","https://trends.google.com/trends/explore?q=villarreal%20vs%20osasuna&geo=US&hl=en-US"
"tigres vs cruz azul","5K+","May 1, 2025 at 7:30:00 PM UTC-6","May 1, 2025 at 11:20:00 PM UTC-6","tigres vs cruz azul","https://trends.google.com/trends/explore?q=tigres%20vs%20cruz%20azul&geo=US&hl=en-US"
"shipping","10K+","May 3, 2025 at 8:10:00 PM UTC-6","May 3, 2025 at 9:40:00 PM UTC-6","shipping,tariff,shein,de minimis,de minimis exemption","https://trends.google.com/trends/explore?q=shipping&geo=US&hl=en-US"
"craig hodges","2K+","May 1, 2025 at 3:50:00 PM UTC-6","May 2, 2025 at 6:30:00 AM UTC-6","craig hodges","https://trends.google.com/trends/explore?q=craig%20hodges&geo=US&hl=en-US"
"howard university","5K+","May 1, 2025 at 9:40:00 AM UTC-6","May 2, 2025 at 6:00:00 AM UTC-6","howard university","https://trends.google.com/trends/explore?q=howard%20university&geo=US&hl=en-US"
"ibrahim traoré burkina faso","5K+","May 1, 2025 at 9:30:00 PM UTC-6","May 2, 2025 at 1:40:00 PM UTC-6","ibrahim traoré burkina faso,ibrahim traore,burkina faso","https://trends.google.com/trends/explore?q=ibrahim%20traor%C3%A9%20burkina%20faso&geo=US&hl=en-US"
"cornell lacrosse","2K+","May 4, 2025 at 11:30:00 AM UTC-6","May 4, 2025 at 2:50:00 PM UTC-6","cornell lacrosse,cornell lacrosse roster","https://trends.google.com/trends/explore?q=cornell%20lacrosse&geo=US&hl=en-US"
"gaston bolanos","2K+","May 3, 2025 at 4:10:00 PM UTC-6","May 3, 2025 at 7:40:00 PM UTC-6","gaston bolanos","https://trends.google.com/trends/explore?q=gaston%20bolanos&geo=US&hl=en-US"
"bay bridge","10K+","April 30, 2025 at 5:10:00 PM UTC-6","May 1, 2025 at 2:20:00 AM UTC-6","bay bridge,bay bridge closed,san francisco bay bridge traffic,bay bridge closure","https://trends.google.com/trends/explore?q=bay%20bridge&geo=US&hl=en-US"
"jimmy smits","5K+","April 29, 2025 at 9:30:00 PM UTC-6","May 1, 2025 at 4:30:00 AM UTC-6","jimmy smits,bail organa","https://trends.google.com/trends/explore?q=jimmy%20smits&geo=US&hl=en-US"
"griffin canning","100+","May 6, 2025 at 4:20:00 AM UTC-6","May 6, 2025 at 5:20:00 AM UTC-6","griffin canning","https://trends.google.com/trends/explore?q=griffin%20canning&geo=US&hl=en-US"
"steph curry","10K+","May 2, 2025 at 8:40:00 PM UTC-6","May 2, 2025 at 10:40:00 PM UTC-6","steph curry,stephen curry stats","https://trends.google.com/trends/explore?q=steph%20curry&geo=US&hl=en-US"
"elephants earthquake","5K+","May 1, 2025 at 8:00:00 AM UTC-6","May 2, 2025 at 1:40:00 AM UTC-6","elephants earthquake","https://trends.google.com/trends/explore?q=elephants%20earthquake&geo=US&hl=en-US"
"tiztastic","5K+","May 3, 2025 at 2:20:00 PM UTC-6","May 3, 2025 at 6:10:00 PM UTC-6","tiztastic,junior alvarado jockey height,mike smith jockey,brian hernandez jockey,junior alvarado age","https://trends.google.com/trends/explore?q=tiztastic&geo=US&hl=en-US"
"max fried","5K+","May 2, 2025 at 7:00:00 PM UTC-6","May 3, 2025 at 5:20:00 AM UTC-6","max fried","https://trends.google.com/trends/explore?q=max%20fried&geo=US&hl=en-US"
"lizzo","5K+","May 3, 2025 at 8:40:00 PM UTC-6","May 4, 2025 at 12:50:00 AM UTC-6","lizzo,lizzo weight loss","https://trends.google.com/trends/explore?q=lizzo&geo=US&hl=en-US"
"connor hellebuyck","5K+","May 2, 2025 at 7:30:00 PM UTC-6","May 3, 2025 at 6:00:00 AM UTC-6","connor hellebuyck,hellebuyck","https://trends.google.com/trends/explore?q=connor%20hellebuyck&geo=US&hl=en-US"
"miro heiskanen","2K+","May 3, 2025 at 8:50:00 PM UTC-6","May 4, 2025 at 10:00:00 AM UTC-6","miro heiskanen,jason robertson,jason robertson injury","https://trends.google.com/trends/explore?q=miro%20heiskanen&geo=US&hl=en-US"
"burnham square","2K+","May 3, 2025 at 1:50:00 PM UTC-6","May 3, 2025 at 6:00:00 PM UTC-6","burnham square","https://trends.google.com/trends/explore?q=burnham%20square&geo=US&hl=en-US"
"joseph czuba","2K+","May 2, 2025 at 12:00:00 PM UTC-6","May 2, 2025 at 6:10:00 PM UTC-6","joseph czuba","https://trends.google.com/trends/explore?q=joseph%20czuba&geo=US&hl=en-US"
"mc donalds","10K+","May 3, 2025 at 10:30:00 PM UTC-6","May 4, 2025 at 4:20:00 AM UTC-6","mc donalds,mcd stock,fast food restaurant,mcdonald's,pandemic,food","https://trends.google.com/trends/explore?q=mc%20donalds&geo=US&hl=en-US"
"camila cabello","500+","May 5, 2025 at 6:40:00 PM UTC-6","May 5, 2025 at 7:50:00 PM UTC-6","camila cabello","https://trends.google.com/trends/explore?q=camila%20cabello&geo=US&hl=en-US"
"owen almighty horse","2K+","May 3, 2025 at 1:50:00 PM UTC-6","May 3, 2025 at 6:20:00 PM UTC-6","owen almighty horse","https://trends.google.com/trends/explore?q=owen%20almighty%20horse&geo=US&hl=en-US"
"elizabeth chambers","1K+","May 5, 2025 at 8:20:00 AM UTC-6","May 5, 2025 at 9:20:00 PM UTC-6","elizabeth chambers","https://trends.google.com/trends/explore?q=elizabeth%20chambers&geo=US&hl=en-US"
"edward jones","2K+","May 5, 2025 at 6:10:00 AM UTC-6","May 5, 2025 at 7:20:00 AM UTC-6","edward jones","https://trends.google.com/trends/explore?q=edward%20jones&geo=US&hl=en-US"
"university of delaware","5K+","April 29, 2025 at 3:20:00 PM UTC-6","April 30, 2025 at 11:50:00 AM UTC-6","university of delaware,newark delaware,newark de","https://trends.google.com/trends/explore?q=university%20of%20delaware&geo=US&hl=en-US"
"andres munoz","200+","May 5, 2025 at 11:20:00 PM UTC-6","May 6, 2025 at 12:30:00 AM UTC-6","andres munoz","https://trends.google.com/trends/explore?q=andres%20munoz&geo=US&hl=en-US"
"naomi osaka","5K+","May 4, 2025 at 7:10:00 AM UTC-6","May 4, 2025 at 9:10:00 AM UTC-6","naomi osaka","https://trends.google.com/trends/explore?q=naomi%20osaka&geo=US&hl=en-US"
"julius randle","10K+","April 30, 2025 at 8:50:00 PM UTC-6","May 1, 2025 at 12:10:00 AM UTC-6","julius randle,randle","https://trends.google.com/trends/explore?q=julius%20randle&geo=US&hl=en-US"
"jose ramirez","5K+","May 2, 2025 at 4:50:00 PM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","jose ramirez","https://trends.google.com/trends/explore?q=jose%20ramirez&geo=US&hl=en-US"
"celtics coach","500+","May 5, 2025 at 7:40:00 PM UTC-6","May 5, 2025 at 8:50:00 PM UTC-6","celtics coach","https://trends.google.com/trends/explore?q=celtics%20coach&geo=US&hl=en-US"
"valladolid – barcelone","2K+","May 3, 2025 at 12:10:00 PM UTC-6","May 3, 2025 at 5:10:00 PM UTC-6","valladolid – barcelone","https://trends.google.com/trends/explore?q=valladolid%20%E2%80%93%20barcelone&geo=US&hl=en-US"
"cathie wood","2K+","May 2, 2025 at 10:50:00 AM UTC-6","May 2, 2025 at 6:20:00 PM UTC-6","cathie wood","https://trends.google.com/trends/explore?q=cathie%20wood&geo=US&hl=en-US"
"mitch marner","500+","May 5, 2025 at 6:30:00 PM UTC-6","May 5, 2025 at 7:40:00 PM UTC-6","mitch marner","https://trends.google.com/trends/explore?q=mitch%20marner&geo=US&hl=en-US"
"sean penn","500+","May 5, 2025 at 6:10:00 PM UTC-6","May 5, 2025 at 7:20:00 PM UTC-6","sean penn","https://trends.google.com/trends/explore?q=sean%20penn&geo=US&hl=en-US"
"manny pacquiao","5K+","May 2, 2025 at 12:50:00 PM UTC-6","May 3, 2025 at 3:00:00 AM UTC-6","manny pacquiao,welterweight","https://trends.google.com/trends/explore?q=manny%20pacquiao&geo=US&hl=en-US"
"la liga standings","2K+","May 4, 2025 at 7:00:00 AM UTC-6","May 4, 2025 at 9:50:00 AM UTC-6","la liga standings,real madrid standings,la liga schedule,laliga standings","https://trends.google.com/trends/explore?q=la%20liga%20standings&geo=US&hl=en-US"
"wcvb","100+","May 6, 2025 at 4:20:00 AM UTC-6","May 6, 2025 at 5:10:00 AM UTC-6","wcvb","https://trends.google.com/trends/explore?q=wcvb&geo=US&hl=en-US"
"miss austen pbs","2K+","May 4, 2025 at 7:00:00 PM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","miss austen pbs,keeley hawes","https://trends.google.com/trends/explore?q=miss%20austen%20pbs&geo=US&hl=en-US"
"alexis bellino","2K+","May 2, 2025 at 4:10:00 PM UTC-6","May 3, 2025 at 6:20:00 AM UTC-6","alexis bellino","https://trends.google.com/trends/explore?q=alexis%20bellino&geo=US&hl=en-US"
"baeza kentucky derby","5K+","May 3, 2025 at 3:50:00 PM UTC-6","May 3, 2025 at 6:20:00 PM UTC-6","baeza kentucky derby,mike repole","https://trends.google.com/trends/explore?q=baeza%20kentucky%20derby&geo=US&hl=en-US"
"ev charging station","10K+","April 30, 2025 at 1:20:00 AM UTC-6","April 30, 2025 at 5:40:00 PM UTC-6","ev charging station","https://trends.google.com/trends/explore?q=ev%20charging%20station&geo=US&hl=en-US"
"aaron judge","10K+","May 2, 2025 at 6:40:00 PM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","aaron judge","https://trends.google.com/trends/explore?q=aaron%20judge&geo=US&hl=en-US"
"bali","1K+","May 4, 2025 at 8:40:00 PM UTC-6","May 5, 2025 at 2:20:00 AM UTC-6","bali","https://trends.google.com/trends/explore?q=bali&geo=US&hl=en-US"
"f1 miami qualifying","10K+","May 3, 2025 at 1:50:00 PM UTC-6","May 3, 2025 at 4:50:00 PM UTC-6","f1 miami qualifying,f1 qualifying,max verstappen,f1 qualifying results,miami qualifying,miami gp qualifying,f1 qualifying time,kimi antonelli age","https://trends.google.com/trends/explore?q=f1%20miami%20qualifying&geo=US&hl=en-US"
"pam abdy","1K+","May 5, 2025 at 4:50:00 AM UTC-6","May 5, 2025 at 7:50:00 AM UTC-6","pam abdy","https://trends.google.com/trends/explore?q=pam%20abdy&geo=US&hl=en-US"
"kerry washington","5K+","May 2, 2025 at 4:00:00 AM UTC-6","May 2, 2025 at 6:40:00 PM UTC-6","kerry washington,kerry washington new movie","https://trends.google.com/trends/explore?q=kerry%20washington&geo=US&hl=en-US"
"kyrie irving","10K+","April 30, 2025 at 9:20:00 PM UTC-6","May 1, 2025 at 12:20:00 AM UTC-6","kyrie irving,kyrie","https://trends.google.com/trends/explore?q=kyrie%20irving&geo=US&hl=en-US"
"jon gruden","2K+","May 2, 2025 at 6:00:00 PM UTC-6","May 3, 2025 at 8:40:00 AM UTC-6","jon gruden","https://trends.google.com/trends/explore?q=jon%20gruden&geo=US&hl=en-US"
"amy schumer","2K+","May 3, 2025 at 9:40:00 PM UTC-6","May 4, 2025 at 2:20:00 AM UTC-6","amy schumer","https://trends.google.com/trends/explore?q=amy%20schumer&geo=US&hl=en-US"
"billy magnussen","5K+","May 1, 2025 at 6:20:00 PM UTC-6","May 1, 2025 at 11:30:00 PM UTC-6","billy magnussen","https://trends.google.com/trends/explore?q=billy%20magnussen&geo=US&hl=en-US"
"ben rice","20K+","April 29, 2025 at 5:00:00 PM UTC-6","April 29, 2025 at 8:40:00 PM UTC-6","ben rice,aaron judge,cody bellinger,yankees - orioles","https://trends.google.com/trends/explore?q=ben%20rice&geo=US&hl=en-US"
"willem dafoe","500+","May 5, 2025 at 7:50:00 PM UTC-6","May 5, 2025 at 9:00:00 PM UTC-6","willem dafoe","https://trends.google.com/trends/explore?q=willem%20dafoe&geo=US&hl=en-US"
"ewan mcgregor","1K+","May 4, 2025 at 7:30:00 PM UTC-6","May 5, 2025 at 1:40:00 AM UTC-6","ewan mcgregor","https://trends.google.com/trends/explore?q=ewan%20mcgregor&geo=US&hl=en-US"
"lebron james stats","10K+","April 30, 2025 at 5:00:00 PM UTC-6","May 1, 2025 at 12:10:00 AM UTC-6","lebron james stats","https://trends.google.com/trends/explore?q=lebron%20james%20stats&geo=US&hl=en-US"
"maple leafs","5K+","May 1, 2025 at 6:00:00 PM UTC-6","May 1, 2025 at 9:00:00 PM UTC-6","maple leafs","https://trends.google.com/trends/explore?q=maple%20leafs&geo=US&hl=en-US"
"buddy hield","5K+","May 2, 2025 at 9:20:00 PM UTC-6","May 2, 2025 at 11:20:00 PM UTC-6","buddy hield","https://trends.google.com/trends/explore?q=buddy%20hield&geo=US&hl=en-US"
"rutger bregman","200+","May 5, 2025 at 9:40:00 PM UTC-6","May 5, 2025 at 10:40:00 PM UTC-6","rutger bregman","https://trends.google.com/trends/explore?q=rutger%20bregman&geo=US&hl=en-US"
"austin reaves","10K+","April 30, 2025 at 9:40:00 PM UTC-6","May 1, 2025 at 12:10:00 AM UTC-6","austin reaves","https://trends.google.com/trends/explore?q=austin%20reaves&geo=US&hl=en-US"
"deandre jordan","2K+","May 3, 2025 at 7:20:00 PM UTC-6","May 3, 2025 at 9:10:00 PM UTC-6","deandre jordan","https://trends.google.com/trends/explore?q=deandre%20jordan&geo=US&hl=en-US"
"fanion","5K+","May 2, 2025 at 6:30:00 PM UTC-6","May 2, 2025 at 10:50:00 PM UTC-6","fanion","https://trends.google.com/trends/explore?q=fanion&geo=US&hl=en-US"
"jobs report april 2025","5K+","May 2, 2025 at 6:20:00 AM UTC-6","May 2, 2025 at 1:00:00 PM UTC-6","jobs report april 2025,job report,april jobs report,april jobs report 2025,unemployment rate,non farm payroll","https://trends.google.com/trends/explore?q=jobs%20report%20april%202025&geo=US&hl=en-US"
"hayden birdsong","500+","May 5, 2025 at 7:20:00 PM UTC-6","May 5, 2025 at 8:20:00 PM UTC-6","hayden birdsong","https://trends.google.com/trends/explore?q=hayden%20birdsong&geo=US&hl=en-US"
