"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"warriors vs rockets","5K+","May 2, 2025 at 7:10:00 PM UTC-6","May 2, 2025 at 11:20:00 PM UTC-6","warriors vs rockets,golden state,warriors vs. rockets,stephen curry","https://trends.google.com/trends/explore?q=warriors%20vs%20rockets&geo=MX&hl=en-US"
"kimi antonelli","2K+","May 2, 2025 at 3:20:00 PM UTC-6","May 3, 2025 at 4:40:00 PM UTC-6","kimi antonelli,antonelli,andrea kimi antonelli","https://trends.google.com/trends/explore?q=kimi%20antonelli&geo=MX&hl=en-US"
"cruzeiro - flamengo","2K+","May 4, 2025 at 3:10:00 PM UTC-6","May 4, 2025 at 7:10:00 PM UTC-6","cruzeiro - flamengo,cruzeiro vs flamengo,brasileirão serie a,cruzeiro","https://trends.google.com/trends/explore?q=cruzeiro%20-%20flamengo&geo=MX&hl=en-US"
"conrado osorio","1K+","May 5, 2025 at 10:20:00 AM UTC-6","May 5, 2025 at 3:40:00 PM UTC-6","conrado osorio","https://trends.google.com/trends/explore?q=conrado%20osorio&geo=MX&hl=en-US"
"dia del trabajador","5K+","May 1, 2025 at 6:50:00 AM UTC-6","May 1, 2025 at 6:00:00 PM UTC-6","dia del trabajador,que se festeja el 1 de mayo,1 de mayo que se celebra,qué se celebra el primero de mayo,cuando es el dia del trabajador,qué se festeja el primero de mayo,dia del trabajo en estados unidos,que se celebra hoy 1 de mayo","https://trends.google.com/trends/explore?q=dia%20del%20trabajador&geo=MX&hl=en-US"
"tecate emblema","5K+","May 1, 2025 at 10:10:00 AM UTC-6","May 2, 2025 at 11:20:00 PM UTC-6","tecate emblema,tecate emblema 2025","https://trends.google.com/trends/explore?q=tecate%20emblema&geo=MX&hl=en-US"
"thunderbolts escenas post creditos","5K+","April 30, 2025 at 10:30:00 PM UTC-6","May 2, 2025 at 12:20:00 AM UTC-6","thunderbolts escenas post creditos,thunderbolts taquilla,escenas post creditos thunderbolts,escenas post créditos thunderbolts,thunderbolts escena postcreditos,escena post creditos thunderbolts","https://trends.google.com/trends/explore?q=thunderbolts%20escenas%20post%20creditos&geo=MX&hl=en-US"
"columbus crew - charlotte fc","2K+","May 3, 2025 at 4:50:00 PM UTC-6","May 3, 2025 at 11:10:00 PM UTC-6","columbus crew - charlotte fc,columbus crew","https://trends.google.com/trends/explore?q=columbus%20crew%20-%20charlotte%20fc&geo=MX&hl=en-US"
"triplemania regia","200+","May 5, 2025 at 9:20:00 PM UTC-6","May 5, 2025 at 11:00:00 PM UTC-6","triplemania regia","https://trends.google.com/trends/explore?q=triplemania%20regia&geo=MX&hl=en-US"
"4 de mayo","2K+","May 4, 2025 at 9:20:00 AM UTC-6","May 4, 2025 at 4:10:00 PM UTC-6","4 de mayo,masterchef mexico 2025,nicky masterchef,masterchef en vivo,masterchef,masterchef generaciones,tv en vivo","https://trends.google.com/trends/explore?q=4%20de%20mayo&geo=MX&hl=en-US"
"banamex","2K+","May 5, 2025 at 12:50:00 PM UTC-6","May 5, 2025 at 2:00:00 PM UTC-6","banamex","https://trends.google.com/trends/explore?q=banamex&geo=MX&hl=en-US"
"nicole kidman","500+","May 5, 2025 at 6:10:00 PM UTC-6","May 5, 2025 at 7:40:00 PM UTC-6","nicole kidman","https://trends.google.com/trends/explore?q=nicole%20kidman&geo=MX&hl=en-US"
"racing - newell's","5K+","May 2, 2025 at 11:50:00 AM UTC-6","May 2, 2025 at 9:10:00 PM UTC-6","racing - newell's,huracán - barracas central","https://trends.google.com/trends/explore?q=racing%20-%20newell%27s&geo=MX&hl=en-US"
"rockets - warriors","20K+","April 30, 2025 at 5:30:00 PM UTC-6","April 30, 2025 at 9:20:00 PM UTC-6","rockets - warriors,warriors vs rockets,rockets vs warriors,warriors,rockets,amen thompson,fred vanvleet","https://trends.google.com/trends/explore?q=rockets%20-%20warriors&geo=MX&hl=en-US"
"nba hoy","2K+","May 4, 2025 at 7:30:00 PM UTC-6","May 4, 2025 at 9:20:00 PM UTC-6","nba hoy,warriors vs rockets en vivo,estadísticas de jugadores de partidos de houston rockets contra golden state warriors,warriors vs rockets juego 7,warriors vs rockets donde ver,rockets vs warriors donde ver,donde ver warriors vs rockets","https://trends.google.com/trends/explore?q=nba%20hoy&geo=MX&hl=en-US"
"parma vs como","2K+","May 2, 2025 at 6:10:00 PM UTC-6","May 3, 2025 at 11:30:00 AM UTC-6","parma vs como","https://trends.google.com/trends/explore?q=parma%20vs%20como&geo=MX&hl=en-US"
"josh peck","1K+","May 4, 2025 at 8:40:00 PM UTC-6","May 5, 2025 at 1:10:00 AM UTC-6","josh peck,josh peck the last of us","https://trends.google.com/trends/explore?q=josh%20peck&geo=MX&hl=en-US"
"ac milan vs","500+","May 5, 2025 at 1:30:00 PM UTC-6","May 5, 2025 at 3:50:00 PM UTC-6","ac milan vs","https://trends.google.com/trends/explore?q=ac%20milan%20vs&geo=MX&hl=en-US"
"juventus","2K+","May 4, 2025 at 12:40:00 PM UTC-6","May 4, 2025 at 3:40:00 PM UTC-6","juventus","https://trends.google.com/trends/explore?q=juventus&geo=MX&hl=en-US"
"pirates - cubs","5K+","April 29, 2025 at 4:40:00 PM UTC-6","May 1, 2025 at 10:00:00 PM UTC-6","pirates - cubs,cubs,chicago cubs","https://trends.google.com/trends/explore?q=pirates%20-%20cubs&geo=MX&hl=en-US"
"cinemex","20K+","May 1, 2025 at 11:00:00 AM UTC-6","May 1, 2025 at 5:40:00 PM UTC-6","cinemex","https://trends.google.com/trends/explore?q=cinemex&geo=MX&hl=en-US"
"sj earthquakes - timbers","2K+","May 3, 2025 at 8:00:00 PM UTC-6","May 4, 2025 at 1:30:00 AM UTC-6","sj earthquakes - timbers,portland timbers,san jose vs","https://trends.google.com/trends/explore?q=sj%20earthquakes%20-%20timbers&geo=MX&hl=en-US"
"girona fc","500+","May 5, 2025 at 1:10:00 PM UTC-6","May 5, 2025 at 4:00:00 PM UTC-6","girona fc","https://trends.google.com/trends/explore?q=girona%20fc&geo=MX&hl=en-US"
"yankees - rays","2K+","May 4, 2025 at 11:40:00 AM UTC-6","May 4, 2025 at 7:00:00 PM UTC-6","yankees - rays","https://trends.google.com/trends/explore?q=yankees%20-%20rays&geo=MX&hl=en-US"
"pistons - knicks","10K+","May 1, 2025 at 5:30:00 PM UTC-6","May 2, 2025 at 12:00:00 AM UTC-6","pistons - knicks,pistons vs. knicks,pistons,knicks,detroit pistons,jalen brunson,knicks - pistons,pistons vs knicks","https://trends.google.com/trends/explore?q=pistons%20-%20knicks&geo=MX&hl=en-US"
"parma - como","2K+","May 3, 2025 at 6:50:00 AM UTC-6","May 3, 2025 at 12:50:00 PM UTC-6","parma - como,parma vs","https://trends.google.com/trends/explore?q=parma%20-%20como&geo=MX&hl=en-US"
"stephen curry","1K+","May 4, 2025 at 7:20:00 PM UTC-6","May 4, 2025 at 10:30:00 PM UTC-6","stephen curry","https://trends.google.com/trends/explore?q=stephen%20curry&geo=MX&hl=en-US"
"guamuchil","500+","May 5, 2025 at 4:10:00 PM UTC-6","May 5, 2025 at 6:40:00 PM UTC-6","guamuchil","https://trends.google.com/trends/explore?q=guamuchil&geo=MX&hl=en-US"
"barca inter","5K+","April 30, 2025 at 12:00:00 PM UTC-6","May 1, 2025 at 12:20:00 AM UTC-6","barca inter","https://trends.google.com/trends/explore?q=barca%20inter&geo=MX&hl=en-US"
"betis vs","1K+","May 4, 2025 at 10:40:00 AM UTC-6","May 4, 2025 at 2:30:00 PM UTC-6","betis vs","https://trends.google.com/trends/explore?q=betis%20vs&geo=MX&hl=en-US"
"clima saltillo","2K+","May 3, 2025 at 7:50:00 AM UTC-6","May 3, 2025 at 12:30:00 PM UTC-6","clima saltillo","https://trends.google.com/trends/explore?q=clima%20saltillo&geo=MX&hl=en-US"
"orioles - yankees","5K+","April 29, 2025 at 4:30:00 PM UTC-6","April 30, 2025 at 8:40:00 PM UTC-6","orioles - yankees","https://trends.google.com/trends/explore?q=orioles%20-%20yankees&geo=MX&hl=en-US"
"warriors","5K+","May 2, 2025 at 7:30:00 PM UTC-6","May 2, 2025 at 11:10:00 PM UTC-6","warriors","https://trends.google.com/trends/explore?q=warriors&geo=MX&hl=en-US"
"sprint miami 2025","2K+","May 3, 2025 at 9:00:00 AM UTC-6","May 3, 2025 at 4:50:00 PM UTC-6","sprint miami 2025,carrera sprint miami,lando norris","https://trends.google.com/trends/explore?q=sprint%20miami%202025&geo=MX&hl=en-US"
"brøndby - københavn","1K+","May 4, 2025 at 8:10:00 AM UTC-6","May 4, 2025 at 1:10:00 PM UTC-6","brøndby - københavn","https://trends.google.com/trends/explore?q=br%C3%B8ndby%20-%20k%C3%B8benhavn&geo=MX&hl=en-US"
"los ilusionistas 3","5K+","April 29, 2025 at 11:30:00 AM UTC-6","April 30, 2025 at 8:30:00 AM UTC-6","los ilusionistas 3","https://trends.google.com/trends/explore?q=los%20ilusionistas%203&geo=MX&hl=en-US"
"día del niño","5K+","April 29, 2025 at 10:30:00 PM UTC-6","April 30, 2025 at 5:30:00 PM UTC-6","día del niño","https://trends.google.com/trends/explore?q=d%C3%ADa%20del%20ni%C3%B1o&geo=MX&hl=en-US"
"seattle mariners","200+","May 5, 2025 at 11:10:00 PM UTC-6","May 6, 2025 at 1:10:00 AM UTC-6","seattle mariners","https://trends.google.com/trends/explore?q=seattle%20mariners&geo=MX&hl=en-US"
"sevilla vs","2K+","May 4, 2025 at 8:20:00 AM UTC-6","May 4, 2025 at 11:50:00 AM UTC-6","sevilla vs,sevilla vs leganes,sevilla fc,sevilla vs. leganés","https://trends.google.com/trends/explore?q=sevilla%20vs&geo=MX&hl=en-US"
"pumas","10K+","May 4, 2025 at 9:30:00 PM UTC-6","May 4, 2025 at 10:00:00 PM UTC-6","pumas","https://trends.google.com/trends/explore?q=pumas&geo=MX&hl=en-US"
"zoe ticketmaster","5K+","May 2, 2025 at 9:10:00 AM UTC-6","May 2, 2025 at 5:10:00 PM UTC-6","zoe ticketmaster,zoe concierto,ticketmaster zoe,boletos zoe,zoe boletos,zoe estadio gnp,zoe concierto 2025,boletos zoe estadio gnp","https://trends.google.com/trends/explore?q=zoe%20ticketmaster&geo=MX&hl=en-US"
"cardenales - mets","1K+","May 4, 2025 at 11:10:00 AM UTC-6","May 4, 2025 at 8:10:00 PM UTC-6","cardenales - mets","https://trends.google.com/trends/explore?q=cardenales%20-%20mets&geo=MX&hl=en-US"
"kristaps porziņģis","200+","May 5, 2025 at 7:10:00 PM UTC-6","May 5, 2025 at 9:00:00 PM UTC-6","kristaps porziņģis","https://trends.google.com/trends/explore?q=kristaps%20porzi%C5%86%C4%A3is&geo=MX&hl=en-US"
"arsenal","20K+","April 29, 2025 at 1:20:00 PM UTC-6","April 29, 2025 at 4:30:00 PM UTC-6","arsenal","https://trends.google.com/trends/explore?q=arsenal&geo=MX&hl=en-US"
"warren buffett","1K+","May 3, 2025 at 12:40:00 PM UTC-6","May 4, 2025 at 12:40:00 PM UTC-6","warren buffett","https://trends.google.com/trends/explore?q=warren%20buffett&geo=MX&hl=en-US"
"dmitry bivol","2K+","May 3, 2025 at 9:40:00 PM UTC-6","May 4, 2025 at 4:30:00 PM UTC-6","dmitry bivol,terrence crawford","https://trends.google.com/trends/explore?q=dmitry%20bivol&geo=MX&hl=en-US"
"lucero","2K+","May 4, 2025 at 10:20:00 PM UTC-6","May 5, 2025 at 1:50:00 AM UTC-6","lucero","https://trends.google.com/trends/explore?q=lucero&geo=MX&hl=en-US"
"granada cf - real madrid c. f. femenino","1K+","May 4, 2025 at 8:00:00 AM UTC-6","May 4, 2025 at 12:40:00 PM UTC-6","granada cf - real madrid c. f. femenino","https://trends.google.com/trends/explore?q=granada%20cf%20-%20real%20madrid%20c.%20f.%20femenino&geo=MX&hl=en-US"
"funes mori","1K+","May 4, 2025 at 7:50:00 PM UTC-6","May 4, 2025 at 10:40:00 PM UTC-6","funes mori,rogelio funes mori","https://trends.google.com/trends/explore?q=funes%20mori&geo=MX&hl=en-US"
"quien gano la flor tabasco 2025","5K+","May 1, 2025 at 12:00:00 AM UTC-6","May 1, 2025 at 1:20:00 PM UTC-6","quien gano la flor tabasco 2025,eleccion flor tabasco 2025,elección flor tabasco 2025,quien es la flor tabasco 2025,quien gana la flor tabasco 2025,balancan,quien gana la flor de oro 2025,flor tabasco,ganadora de la flor tabasco 2025","https://trends.google.com/trends/explore?q=quien%20gano%20la%20flor%20tabasco%202025&geo=MX&hl=en-US"
"nationals - guardians","200+","May 5, 2025 at 5:00:00 PM UTC-6","May 5, 2025 at 6:50:00 PM UTC-6","nationals - guardians","https://trends.google.com/trends/explore?q=nationals%20-%20guardians&geo=MX&hl=en-US"
"nuggets - clippers","10K+","April 29, 2025 at 8:20:00 PM UTC-6","April 30, 2025 at 7:20:00 AM UTC-6","nuggets - clippers,nuggets vs clippers,clippers vs nuggets,denver nuggets,jamal murray,denver vs clippers,nuggets,nikola jokić","https://trends.google.com/trends/explore?q=nuggets%20-%20clippers&geo=MX&hl=en-US"
"santos - crb","5K+","May 1, 2025 at 2:20:00 PM UTC-6","May 1, 2025 at 9:40:00 PM UTC-6","santos - crb,santos fc","https://trends.google.com/trends/explore?q=santos%20-%20crb&geo=MX&hl=en-US"
"jacobo ramón","1K+","May 4, 2025 at 7:50:00 AM UTC-6","May 4, 2025 at 1:20:00 PM UTC-6","jacobo ramón","https://trends.google.com/trends/explore?q=jacobo%20ram%C3%B3n&geo=MX&hl=en-US"
"amen thompson","1K+","May 4, 2025 at 7:40:00 PM UTC-6","May 4, 2025 at 10:30:00 PM UTC-6","amen thompson","https://trends.google.com/trends/explore?q=amen%20thompson&geo=MX&hl=en-US"
"christian nodal","500+","May 4, 2025 at 10:20:00 PM UTC-6","May 5, 2025 at 11:50:00 AM UTC-6","christian nodal","https://trends.google.com/trends/explore?q=christian%20nodal&geo=MX&hl=en-US"
"bragantino vs","200+","May 5, 2025 at 4:10:00 PM UTC-6","May 5, 2025 at 6:30:00 PM UTC-6","bragantino vs","https://trends.google.com/trends/explore?q=bragantino%20vs&geo=MX&hl=en-US"
"nueva actualización de whatsapp","1K+","May 4, 2025 at 6:40:00 PM UTC-6","May 4, 2025 at 11:50:00 PM UTC-6","nueva actualización de whatsapp,actualizacion whatsapp","https://trends.google.com/trends/explore?q=nueva%20actualizaci%C3%B3n%20de%20whatsapp&geo=MX&hl=en-US"
"aryna sabalenka","5K+","May 3, 2025 at 10:50:00 AM UTC-6","May 3, 2025 at 1:30:00 PM UTC-6","aryna sabalenka,sabalenka,coco gauff,svitolina","https://trends.google.com/trends/explore?q=aryna%20sabalenka&geo=MX&hl=en-US"
"jeffrey dean morgan","1K+","May 2, 2025 at 8:20:00 PM UTC-6","May 3, 2025 at 10:10:00 AM UTC-6","jeffrey dean morgan,the walking dead dead city","https://trends.google.com/trends/explore?q=jeffrey%20dean%20morgan&geo=MX&hl=en-US"
"lando norris","1K+","May 4, 2025 at 2:30:00 PM UTC-6","May 4, 2025 at 5:10:00 PM UTC-6","lando norris","https://trends.google.com/trends/explore?q=lando%20norris&geo=MX&hl=en-US"
"red sox - twins","1K+","May 3, 2025 at 2:10:00 PM UTC-6","May 4, 2025 at 3:20:00 PM UTC-6","red sox - twins","https://trends.google.com/trends/explore?q=red%20sox%20-%20twins&geo=MX&hl=en-US"
"necaxa vs tigres","500+","May 4, 2025 at 10:20:00 PM UTC-6","May 6, 2025 at 8:40:00 AM UTC-6","necaxa vs tigres","https://trends.google.com/trends/explore?q=necaxa%20vs%20tigres&geo=MX&hl=en-US"
"la parka","500+","May 4, 2025 at 5:20:00 AM UTC-6","May 5, 2025 at 6:20:00 AM UTC-6","la parka","https://trends.google.com/trends/explore?q=la%20parka&geo=MX&hl=en-US"
"clima hermosillo","500+","May 5, 2025 at 2:30:00 AM UTC-6","May 5, 2025 at 10:30:00 AM UTC-6","clima hermosillo","https://trends.google.com/trends/explore?q=clima%20hermosillo&geo=MX&hl=en-US"
"zendaya","200+","May 5, 2025 at 4:30:00 PM UTC-6","May 5, 2025 at 6:10:00 PM UTC-6","zendaya","https://trends.google.com/trends/explore?q=zendaya&geo=MX&hl=en-US"
"gremio vs santos","1K+","May 4, 2025 at 11:30:00 AM UTC-6","May 4, 2025 at 4:40:00 PM UTC-6","gremio vs santos,gremio vs","https://trends.google.com/trends/explore?q=gremio%20vs%20santos&geo=MX&hl=en-US"
"dia del niño 2025","2K+","April 30, 2025 at 12:00:00 AM UTC-6","April 30, 2025 at 5:40:00 PM UTC-6","dia del niño 2025,dia del niño meme","https://trends.google.com/trends/explore?q=dia%20del%20ni%C3%B1o%202025&geo=MX&hl=en-US"
"tenencia edomex","5K+","April 29, 2025 at 6:40:00 PM UTC-6","April 30, 2025 at 11:50:00 PM UTC-6","tenencia edomex,tenencia edomex 2025,tenencia","https://trends.google.com/trends/explore?q=tenencia%20edomex&geo=MX&hl=en-US"
"sergio corona","1K+","May 2, 2025 at 12:10:00 PM UTC-6","May 2, 2025 at 11:40:00 PM UTC-6","sergio corona","https://trends.google.com/trends/explore?q=sergio%20corona&geo=MX&hl=en-US"
"cora jade","2K+","May 2, 2025 at 6:00:00 PM UTC-6","May 3, 2025 at 9:40:00 AM UTC-6","cora jade,gigi dolin,braun strowman","https://trends.google.com/trends/explore?q=cora%20jade&geo=MX&hl=en-US"
"badou jack","2K+","May 3, 2025 at 8:10:00 PM UTC-6","May 3, 2025 at 11:10:00 PM UTC-6","badou jack,jack vs mikaelian,mikaelian,noel mikaelian","https://trends.google.com/trends/explore?q=badou%20jack&geo=MX&hl=en-US"
"jorge rodríguez","1K+","May 4, 2025 at 7:10:00 PM UTC-6","May 4, 2025 at 10:10:00 PM UTC-6","jorge rodríguez","https://trends.google.com/trends/explore?q=jorge%20rodr%C3%ADguez&geo=MX&hl=en-US"
"teofimo lopez","2K+","May 2, 2025 at 5:00:00 PM UTC-6","May 3, 2025 at 2:20:00 AM UTC-6","teofimo lopez,teofimo lopez vs barboza","https://trends.google.com/trends/explore?q=teofimo%20lopez&geo=MX&hl=en-US"
"lamine yamal","10K+","April 30, 2025 at 1:10:00 PM UTC-6","April 30, 2025 at 4:50:00 PM UTC-6","lamine yamal,yamal","https://trends.google.com/trends/explore?q=lamine%20yamal&geo=MX&hl=en-US"
"corinthians - internacional","1K+","May 3, 2025 at 3:00:00 PM UTC-6","May 3, 2025 at 7:30:00 PM UTC-6","corinthians - internacional","https://trends.google.com/trends/explore?q=corinthians%20-%20internacional&geo=MX&hl=en-US"
"roma vs","1K+","May 4, 2025 at 9:10:00 AM UTC-6","May 4, 2025 at 12:50:00 PM UTC-6","roma vs","https://trends.google.com/trends/explore?q=roma%20vs&geo=MX&hl=en-US"
"feliz dia del trabajo","2K+","May 1, 2025 at 7:10:00 AM UTC-6","May 1, 2025 at 3:20:00 PM UTC-6","feliz dia del trabajo,feliz dia del trabajador,feliz día del trabajador frases,feliz día del trabajo","https://trends.google.com/trends/explore?q=feliz%20dia%20del%20trabajo&geo=MX&hl=en-US"
"mision imposible","1K+","May 4, 2025 at 5:00:00 PM UTC-6","May 4, 2025 at 8:30:00 PM UTC-6","mision imposible","https://trends.google.com/trends/explore?q=mision%20imposible&geo=MX&hl=en-US"
"inapam","1K+","May 4, 2025 at 11:50:00 AM UTC-6","May 4, 2025 at 3:00:00 PM UTC-6","inapam","https://trends.google.com/trends/explore?q=inapam&geo=MX&hl=en-US"
"man city vs wolves","5K+","May 2, 2025 at 12:30:00 PM UTC-6","May 2, 2025 at 4:50:00 PM UTC-6","man city vs wolves,manchester city vs wolverhampton wanderers,manchester city vs wolves,man city,kevin de bruyne,manchester city vs. wolves,city vs wolves","https://trends.google.com/trends/explore?q=man%20city%20vs%20wolves&geo=MX&hl=en-US"
"pirates - padres","2K+","May 2, 2025 at 4:40:00 PM UTC-6","May 2, 2025 at 10:10:00 PM UTC-6","pirates - padres","https://trends.google.com/trends/explore?q=pirates%20-%20padres&geo=MX&hl=en-US"
"cloud gaming","500+","May 4, 2025 at 3:20:00 PM UTC-6","May 4, 2025 at 7:30:00 PM UTC-6","cloud gaming","https://trends.google.com/trends/explore?q=cloud%20gaming&geo=MX&hl=en-US"
"lautaro martínez","2K+","April 30, 2025 at 12:30:00 PM UTC-6","April 30, 2025 at 10:00:00 PM UTC-6","lautaro martínez,lautaro","https://trends.google.com/trends/explore?q=lautaro%20mart%C3%ADnez&geo=MX&hl=en-US"
"capital humano","5K+","April 29, 2025 at 9:40:00 AM UTC-6","April 30, 2025 at 12:40:00 PM UTC-6","capital humano","https://trends.google.com/trends/explore?q=capital%20humano&geo=MX&hl=en-US"
"bad bunny en mexico 2025","200+","May 5, 2025 at 12:40:00 PM UTC-6","May 5, 2025 at 3:10:00 PM UTC-6","bad bunny en mexico 2025","https://trends.google.com/trends/explore?q=bad%20bunny%20en%20mexico%202025&geo=MX&hl=en-US"
"celtics - magic","5K+","April 29, 2025 at 6:30:00 PM UTC-6","April 30, 2025 at 6:00:00 AM UTC-6","celtics - magic,celtics,celtics vs. magic","https://trends.google.com/trends/explore?q=celtics%20-%20magic&geo=MX&hl=en-US"
